Time, Amplitude
1.260630315157578840e+00,4.850312188550548465e-01
1.270635317658829422e+00,-1.074460640470059403e+00
1.280640320160080003e+00,-2.121104519411237010e+00
1.290645322661330585e+00,-1.413660172211737676e+00
1.300650325162581167e+00,-2.422423786088689912e-02
1.310655327663831970e+00,9.874023111584406820e-02
1.320660330165082552e+00,-1.225058043611688241e+00
1.330665332666333134e+00,-2.192549585713462257e+00
1.340670335167583715e+00,-1.516265463121104773e+00
1.350675337668834297e+00,-1.810323411509539016e-01
1.360680340170085101e+00,-4.128231166141027586e-02
1.370685342671335682e+00,-1.219189719384086157e+00
1.380690345172586264e+00,-1.921729219669274569e+00
1.390695347673836846e+00,-9.403052673657245064e-01
1.400700350175087427e+00,6.271056471495042306e-01
1.410705352676338231e+00,8.287088534062750922e-01
1.420710355177588813e+00,-5.002148733838486239e-01
1.430715357678839394e+00,-1.539606212284923004e+00
1.440720360180089976e+00,-9.914256493012509885e-01
1.450725362681340558e+00,1.744552567799002585e-01
1.460730365182591362e+00,1.346505156688597715e-01
1.470735367683841943e+00,-1.192907747594618373e+00
1.480740370185092525e+00,-1.985824143609996373e+00
1.490745372686343106e+00,-1.025744882223987409e+00
1.500750375187593688e+00,5.905354940107985229e-01
1.510755377688844270e+00,9.169372539373232822e-01
1.520760380190095074e+00,-2.055802231722761719e-01
1.530765382691345655e+00,-9.677538672748520199e-01
1.540770385192596237e+00,-1.037273462143561420e-01
1.550775387693846818e+00,1.378248476274818834e+00
1.560780390195097400e+00,1.627247799970118036e+00
1.570785392696348204e+00,5.432913972277420012e-01
1.580790395197598786e+00,-7.343511751675046995e-02
1.590795397698849367e+00,9.653894867952281800e-01
1.600800400200099949e+00,2.540328005236077047e+00
1.610805402701350530e+00,2.705660351787289031e+00
1.620810405202601334e+00,1.321792261712305239e+00
1.630815407703851916e+00,2.189509666241407082e-01
1.640820410205102498e+00,6.777639934268182564e-01
1.650825412706353079e+00,1.709425694950503782e+00
1.660830415207603661e+00,1.498649200177086582e+00
1.670835417708854465e+00,-1.002020836739137000e-02
1.680840420210105046e+00,-9.828648739228564857e-01
1.690845422711355628e+00,-2.177651022310383433e-01
1.700850425212606210e+00,1.171018183527717582e+00
1.710855427713856791e+00,1.247258524839121474e+00
1.720860430215107595e+00,-1.196530740318753339e-01
1.730865432716358177e+00,-1.107508139463070362e+00
1.740870435217608758e+00,-4.654543964919601318e-01
1.750875437718859340e+00,7.814629836676963981e-01
1.760880440220109922e+00,7.921450101237572650e-01
1.770885442721360725e+00,-5.056886313075963368e-01
1.780890445222611307e+00,-1.300116426217673649e+00
1.790895447723861889e+00,-4.191233521627605318e-01
1.800900450225112470e+00,9.999574536339537190e-01
1.810905452726363052e+00,1.020356850543386207e+00
1.820910455227613856e+00,-4.706607580115533818e-01
1.830915457728864437e+00,-1.632160701327348029e+00
1.840920460230115019e+00,-1.201197150475087794e+00
1.850925462731365601e+00,-1.863176247639255489e-01
1.860930465232616182e+00,-3.962712487819433083e-01
1.870935467733866986e+00,-1.862596767383845053e+00
1.880940470235117568e+00,-2.744066564211312897e+00
1.890945472736368149e+00,-1.859268437461847556e+00
1.900950475237618731e+00,-3.447287561079792617e-01
1.910955477738869313e+00,-1.321007203563911991e-01
1.920960480240120116e+00,-1.329647449166676321e+00
1.930965482741370698e+00,-2.109031987261176244e+00
1.940970485242621280e+00,-1.241452199103784348e+00
1.950975487743871861e+00,2.243532565566912496e-01
1.960980490245122443e+00,4.502383205808319078e-01
1.970985492746373025e+00,-6.155246751880553147e-01
1.980990495247623828e+00,-1.156603427453241295e+00
1.990995497748874410e+00,-2.428267037772319226e-02
2.001000500250125214e+00,1.619919659194109629e+00
2.011005502751375573e+00,1.842467187851625887e+00
2.021010505252626377e+00,5.520183274193417589e-01
2.031015507753876737e+00,-4.049285419631789562e-01
2.041020510255127540e+00,2.125444605419125055e-01
2.051025512756378344e+00,1.372930562424518941e+00
2.061030515257628704e+00,1.271747961281661121e+00
2.071035517758879507e+00,-1.003192156779732780e-01
2.081040520260129867e+00,-8.956390368122428836e-01
2.091045522761380671e+00,4.638818957727036674e-02
2.101050525262631474e+00,1.568128567695677322e+00
2.111055527763881834e+00,1.744669263137568205e+00
2.121060530265132638e+00,4.928283984808534135e-01
2.131065532766382997e+00,-3.496843563642029196e-01
2.141070535267633801e+00,4.279811401071992871e-01
2.151075537768884161e+00,1.758540783642374539e+00
2.161080540270134964e+00,1.812683187575526045e+00
2.171085542771385768e+00,5.653511406714204490e-01
2.181090545272636128e+00,-1.564689334015820776e-01
2.191095547773886931e+00,7.793053705864312342e-01
2.201100550275137291e+00,2.194215075482789601e+00
2.211105552776388095e+00,2.165425165414731623e+00
2.221110555277638898e+00,6.301575887304706747e-01
2.231115557778889258e+00,-5.527818297428115368e-01
2.241120560280140062e+00,-1.578944966321934595e-01
2.251125562781390421e+00,7.669814276237447714e-01
2.261130565282641225e+00,4.279368019825373626e-01
2.271135567783892029e+00,-1.156642113749110745e+00
2.281140570285142388e+00,-2.128163686730996318e+00
2.291145572786393192e+00,-1.342883618568935233e+00
2.301150575287643552e+00,2.400950873458196355e-02
2.311155577788894355e+00,5.719584450141546039e-02
2.321160580290145159e+00,-1.299723124291611187e+00
2.331165582791395519e+00,-2.199151156698273546e+00
2.341170585292646322e+00,-1.448474571212624351e+00
2.351175587793896682e+00,-1.343447288686477892e-01
2.361180590295147486e+00,-7.882383538681447810e-02
2.371185592796398289e+00,-1.283026072305147647e+00
2.381190595297648649e+00,-1.913145876007174007e+00
2.391195597798899453e+00,-8.582173209271385383e-01
2.401200600300149812e+00,6.815524315772742980e-01
2.411205602801400616e+00,7.887328895893150893e-01
2.421210605302651420e+00,-5.769978462437050926e-01
2.431215607803901779e+00,-1.551356270293628992e+00
2.441220610305152583e+00,-9.313084600013541436e-01
2.451225612806402943e+00,2.120806474642445982e-01
2.461230615307653746e+00,8.859657003477694470e-02
2.471235617808904550e+00,-1.262826826816703329e+00
2.481240620310154910e+00,-1.979962316224385344e+00
2.491245622811405713e+00,-9.428998017689943500e-01
2.501250625312656073e+00,6.493463382336384093e-01
2.511255627813906877e+00,8.853406097038996059e-01
2.521260630315157680e+00,-2.699918570694355702e-01
2.531265632816408040e+00,-9.642984689006510735e-01
2.541270635317658844e+00,-2.752194303960531219e-02
2.551275637818909203e+00,1.431129893350883808e+00
2.561280640320160007e+00,1.594592231895987533e+00
2.571285642821410811e+00,4.840133822840029798e-01
2.581290645322661170e+00,-6.106808992742762676e-02
2.591295647823911974e+00,1.049122751782306295e+00
2.601300650325162334e+00,2.593818939794000578e+00
2.611305652826413137e+00,2.663180624850329359e+00
2.621310655327663941e+00,1.242088506353496102e+00
2.631315657828914301e+00,2.035642549695406700e-01
2.641320660330165104e+00,7.323008191557245361e-01
2.651325662831415464e+00,1.739178436052672749e+00
2.661330665332666268e+00,1.443570058378332188e+00
2.671335667833917071e+00,-8.892316885424361717e-02
2.681340670335167431e+00,-9.861891600329217855e-01
2.691345672836418235e+00,-1.454708843437411414e-01
2.701350675337668594e+00,1.217646979622336811e+00
2.711355677838919398e+00,1.203080083647892984e+00
2.721360680340170202e+00,-1.957646766911875502e-01
2.731365682841420561e+00,-1.115042185804636876e+00
2.741370685342671365e+00,-4.006422195941456432e-01
2.751375687843921725e+00,8.222970816209665967e-01
2.761380690345172528e+00,7.479987174478801570e-01
2.771385692846423332e+00,-5.746712535657133580e-01
2.781390695347673692e+00,-1.295905352211808914e+00
2.791395697848924495e+00,-3.431729442038108924e-01
2.801400700350174855e+00,1.045740146240643043e+00
2.811405702851425659e+00,9.714133445171473369e-01
2.821410705352676462e+00,-5.543996527310138811e-01
2.831415707853926822e+00,-1.649450838703051758e+00
2.841420710355177626e+00,-1.147687716462115759e+00
2.851425712856427985e+00,-1.571214253432048347e-01
2.861430715357678789e+00,-4.504020622973634591e-01
2.871435717858929593e+00,-1.938019446642447408e+00
2.881440720360179952e+00,-2.741834494576463221e+00
2.891445722861430756e+00,-1.780737269825919622e+00
2.901450725362681116e+00,-2.916983558848010860e-01
2.911455727863931919e+00,-1.687649189487994139e-01
2.921460730365182723e+00,-1.396177148430744808e+00
2.931465732866433083e+00,-2.105439365628622106e+00
2.941470735367683886e+00,-1.165432394807957905e+00
2.951475737868934246e+00,2.758841576650477023e-01
2.961480740370185050e+00,4.171393537341101521e-01
2.971485742871435853e+00,-6.722451244442497753e-01
2.981490745372686213e+00,-1.139515099519144981e+00
2.991495747873937017e+00,6.365235352567960581e-02
3.001500750375187376e+00,1.676199343892954552e+00
3.011505752876438180e+00,1.803425336418013725e+00
3.021510755377688540e+00,4.785021761221501246e-01
3.031515757878939343e+00,-4.122124599599416017e-01
3.041520760380190147e+00,2.743996253649185202e-01
3.051525762881440507e+00,1.408274186144784279e+00
3.061530765382691310e+00,1.222504066029183045e+00
3.071535767883941670e+00,-1.711600754935945490e-01
3.081540770385192474e+00,-8.896190206126048938e-01
3.091545772886443277e+00,1.265458387038591037e-01
3.101550775387693637e+00,1.620196408371993080e+00
3.111555777888944441e+00,1.705527452209506079e+00
3.121560780390194800e+00,4.234093121150857564e-01
3.131565782891445604e+00,-3.497344848476925394e-01
3.141570785392696408e+00,4.983740193833248178e-01
3.151575787893946767e+00,1.802149935592688212e+00
3.161580790395197571e+00,1.770532455709807884e+00
3.171585792896447931e+00,4.996209558142150065e-01
3.181590795397698734e+00,-1.486277367150006246e-01
3.191595797898949538e+00,8.565974935161222437e-01
3.201600800400199898e+00,2.238233926348203173e+00
3.211605802901450701e+00,2.113765764231322120e+00
3.221610805402701061e+00,5.449295272155489922e-01
3.231615807903951865e+00,-5.710789080155763697e-01
3.241620810405202668e+00,-1.074659575830649028e-01
3.251625812906453028e+00,7.902746732611578562e-01
3.261630815407703832e+00,3.672533006301775815e-01
3.271635817908954191e+00,-1.237108329264221318e+00
3.281640820410204995e+00,-2.130234713015883852e+00
3.291645822911455799e+00,-1.270462587997656323e+00
3.301650825412706158e+00,6.843103263971206385e-02
3.311655827913956962e+00,1.168710358347047062e-02
3.321660830415207322e+00,-1.373074723398417518e+00
3.331665832916458125e+00,-2.201040007114610120e+00
3.341670835417708929e+00,-1.379085871461419144e+00
3.351675837918959289e+00,-9.127339855338179042e-02
3.361680840420210092e+00,-1.199884115795916140e-01
3.371685842921460452e+00,-1.345242276467527587e+00
3.381690845422711256e+00,-1.899755402497140588e+00
3.391695847923962059e+00,-7.747322938797918113e-01
3.401700850425212419e+00,7.319355534257265816e-01
3.411705852926463223e+00,7.445858209219320401e-01
3.421710855427713582e+00,-6.526306686184013550e-01
3.431715857928964386e+00,-1.558533935592397945e+00
3.441720860430215190e+00,-8.696978081486546053e-01
3.451725862931465549e+00,2.460669685271320573e-01
3.461730865432716353e+00,3.900187499086338327e-02
3.471735867933966713e+00,-1.330970497385272955e+00
3.481740870435217516e+00,-1.969118850141604149e+00
3.491745872936468320e+00,-8.584834393515172746e-01
3.501750875437718680e+00,7.042841211717503214e-01
3.511755877938969483e+00,8.497808358437378695e-01
3.521760880440219843e+00,-3.330741298333725897e-01
3.531765882941470647e+00,-9.561778954110544682e-01
3.541770885442721450e+00,5.017023780137946920e-02
3.551775887943971810e+00,1.480299144825736768e+00
3.561780890445222614e+00,1.558282091374689315e+00
3.571785892946472973e+00,4.263410114925741401e-01
3.581790895447723777e+00,-4.396850451531242321e-02
3.591795897948974581e+00,1.134120041866496287e+00
3.601800900450224940e+00,2.643134844108513182e+00
3.611805902951475744e+00,2.616490200649967957e+00
3.621810905452726104e+00,1.163519881287884861e+00
3.631815907953976907e+00,1.926820122512502564e-01
3.641820910455227711e+00,7.882110004087905519e-01
3.651825912956478071e+00,1.765198689116820763e+00
3.661830915457728874e+00,1.384932138462342976e+00
3.671835917958979234e+00,-1.660413933298737765e-01
3.681840920460230038e+00,-9.845724725152842360e-01
3.691845922961480841e+00,-7.169451549934943713e-02
3.701850925462731201e+00,1.260344735044534037e+00
3.711855927963982005e+00,1.154960515606870963e+00
3.721860930465232364e+00,-2.704935015788261232e-01
3.731865932966483168e+00,-1.117904584295815962e+00
3.741870935467733972e+00,-3.343836258382125171e-01
3.751875937968984331e+00,8.594096496888823378e-01
3.761880940470235135e+00,7.002665072932461321e-01
3.771885942971485495e+00,-6.419513103048435365e-01
3.781890945472736298e+00,-1.286915050190427401e+00
3.791895947973987102e+00,-2.659613957716426835e-01
3.801900950475237462e+00,1.087373796219623712e+00
3.811905952976488265e+00,9.183610849520651431e-01
3.821910955477738625e+00,-6.368757829835639539e-01
3.831915957978989429e+00,-1.662162589646170030e+00
3.841920960480240232e+00,-1.092785222249935462e+00
3.851925962981490592e+00,-1.316152491241413536e-01
3.861930965482741396e+00,-5.079807052312332871e-01
3.871935967983991755e+00,-2.011528846337309773e+00
3.881940970485242559e+00,-2.734594212928350920e+00
3.891945972986492919e+00,-1.700717168423396153e+00
3.901950975487743722e+00,-2.425742609914887105e-01
3.911955977988994526e+00,-2.092808704722215474e-01
3.921960980490244886e+00,-1.461220513541053423e+00
3.931965982991495689e+00,-2.097136179654848220e+00
3.941970985492746049e+00,-1.087991276128944973e+00
3.951975987993996853e+00,3.236822987900853654e-01
3.961980990495247656e+00,3.805033278562558463e-01
3.971985992996498016e+00,-7.272043170208515317e-01
3.981990995497748820e+00,-1.117656597322587819e+00
3.991995997998999179e+00,1.527743215028167789e-01
4.002001000500250427e+00,1.728270498053504411e+00
4.012006003001500787e+00,1.760277542588791322e+00
4.022011005502751146e+00,4.062643781873840898e-01
4.032016008004001506e+00,-4.149669303422444111e-01
4.042021010505252754e+00,3.375368496839922239e-01
4.052026013006503113e+00,1.439834056365220771e+00
4.062031015507753473e+00,1.169782915507829646e+00
4.072036018009004721e+00,-2.401022616871696103e-01
4.082041020510255080e+00,-8.786668760088960362e-01
4.092046023011505440e+00,2.080589986988633511e-01
4.102051025512756688e+00,1.668248095318475954e+00
4.112056028014007047e+00,1.662495578949791497e+00
4.122061030515257407e+00,3.554605325474786692e-01
4.132066033016507767e+00,-3.451443897504826719e-01
4.142071035517759015e+00,5.700669270611034012e-01
4.152076038019009374e+00,1.841933795924167061e+00
4.162081040520259734e+00,1.724827543809916541e+00
4.172086043021510982e+00,4.356602953262202482e-01
4.182091045522761341e+00,-1.360591424306378805e-01
4.192096048024011701e+00,9.349869000334660729e-01
4.202101050525262949e+00,2.277988083581131473e+00
4.212106053026513308e+00,2.058024443054146779e+00
4.222111055527763668e+00,4.610333580603694359e-01
4.232116058029014027e+00,-5.848410426171044563e-01
4.242121060530265275e+00,-5.579527723201441192e-02
4.252126063031515635e+00,8.097773267204460002e-01
4.262131065532765994e+00,3.031636002473234726e-01
4.272136068034017242e+00,-1.315578794444625332e+00
4.282141070535267602e+00,-2.127328219594339487e+00
4.292146073036517961e+00,-1.196689094086902383e+00
4.302151075537768321e+00,1.088640520385452115e-01
4.312156078039019569e+00,-3.760841316190144390e-02
4.322161080540269928e+00,-1.444829392757925657e+00
4.332166083041520288e+00,-2.198217170699520828e+00
4.342171085542771536e+00,-1.308378688067627804e+00
4.352176088044021895e+00,-5.198414158504838234e-02
4.362181090545272255e+00,-1.645955237418165185e-01
4.372186093046523503e+00,-1.405561740816388738e+00
4.382191095547773863e+00,-1.881572694697022596e+00
4.392196098049024222e+00,-6.901440381809059721e-01
4.402201100550274582e+00,7.780801805703496665e-01
4.412206103051525830e+00,6.964478157970179772e-01
4.422211105552776189e+00,-7.268283612510557656e-01
4.432216108054026549e+00,-1.561139152962760068e+00
4.442221110555277797e+00,-8.068700987678880665e-01
4.452226113056528156e+00,2.762535564234337437e-01
4.462231115557778516e+00,-1.394821960253633808e-02
4.472236118059029764e+00,-1.397060027984121877e+00
4.482241120560280123e+00,-1.953308612900644503e+00
4.492246123061530483e+00,-7.727893422277298807e-01
4.502251125562780842e+00,7.551752255666794866e-01
4.512256128064032090e+00,8.104381015723046700e-01
4.522261130565282450e+00,-3.945451991028722238e-01
4.532266133066532809e+00,-9.433972622666210173e-01
4.542271135567784057e+00,1.290684905234054380e-01
4.552276138069034417e+00,1.525593228638353782e+00
4.562281140570284776e+00,1.518500595073838610e+00
4.572286143071536024e+00,3.705494065331317310e-01
4.582291145572786384e+00,-2.215512995456392353e-02
4.592296148074036743e+00,1.220086418084285640e+00
4.602301150575287103e+00,2.688104031876851430e+00
4.612306153076538351e+00,2.565772327364105987e+00
4.622311155577788711e+00,1.086370267789923405e+00
4.632316158079039070e+00,1.863007601187802731e-01
4.642321160580290318e+00,8.452173289253164246e-01
4.652326163081540678e+00,1.787329148203700591e+00
4.662331165582791037e+00,1.322924021705518927e+00
4.672336168084042285e+00,-2.410971139127449092e-01
4.682341170585292645e+00,-9.780330484903092536e-01
4.692346173086543004e+00,3.269862934963285728e-03
4.702351175587793364e+00,1.298941422798324696e+00
4.712356178089044612e+00,1.103083441632552564e+00
4.722361180590294971e+00,-3.435584900354645144e-01
4.732366183091545331e+00,-1.116103701230717782e+00
4.742371185592796579e+00,-2.669598780967625262e-01
4.752376188094046938e+00,8.926412184384460158e-01
4.762381190595297298e+00,6.491349109396833406e-01
4.772386193096548546e+00,-7.072546336527176791e-01
4.782391195597798905e+00,-1.273167692941041595e+00
4.792396198099049265e+00,-1.877843202522734289e-01
4.802401200600299624e+00,1.124690150682848389e+00
4.812406203101550872e+00,8.613865219303782350e-01
4.822411205602801232e+00,-7.178063709545235982e-01
4.832416208104051591e+00,-1.670303038592497291e+00
4.842421210605302839e+00,-1.036767820202718626e+00
4.852426213106553199e+00,-1.099533133224603887e-01
4.862431215607803558e+00,-5.688157931486871322e-01
4.872436218109054806e+00,-2.082848702880935488e+00
4.882441220610305166e+00,-2.722367910580985928e+00
4.892446223111555526e+00,-1.619503490722180361e+00
4.902451225612805885e+00,-1.975236198771015417e-01
4.912456228114057133e+00,-2.534623281201976441e-01
4.922461230615307493e+00,-1.524498156289869844e+00
4.932466233116557852e+00,-2.084134919828091626e+00
4.942471235617809100e+00,-1.009411512074980255e+00
4.952476238119059460e+00,3.675908697950718285e-01
4.962481240620309819e+00,3.405191697408620488e-01
4.972486243121561067e+00,-7.801299488839155138e-01
4.982491245622811427e+00,-1.091054324195708913e+00
4.992496248124061786e+00,2.427862127003479753e-01
5.002501250625312146e+00,1.775967611840251648e+00
5.012506253126563394e+00,1.713212786303942803e+00
5.022511255627813753e+00,3.355860052854882092e-01
5.032516258129064113e+00,-4.132031072522850401e-01
5.042521260630315361e+00,4.016767165278635754e-01
5.052526263131565720e+00,1.467458810164932625e+00
5.062531265632816080e+00,1.113778517730097173e+00
5.072536268134067328e+00,-3.068710962207497062e-01
5.082541270635317687e+00,-8.628086701330796027e-01
5.092546273136568047e+00,2.906313291012479483e-01
5.102551275637818406e+00,1.712119680413179523e+00
5.112556278139069654e+00,1.615762886501509898e+00
5.122561280640320014e+00,2.892602315507626365e-01
5.132566283141570374e+00,-3.359300952963287790e-01
5.142571285642821621e+00,6.427765019046038919e-01
5.152576288144071981e+00,1.877738977674995535e+00
5.162581290645322341e+00,1.675760541382151025e+00
5.172586293146572700e+00,3.737403987649839943e-01
5.182591295647823948e+00,-1.187929056468901567e-01
5.192596298149074308e+00,1.014176102071645325e+00
5.202601300650324667e+00,2.313315704803874162e+00
5.212606303151575915e+00,1.998393571057880402e+00
5.222611305652826275e+00,3.787492686390121488e-01
5.232616308154076634e+00,-5.940826261564197130e-01
5.242621310655327882e+00,-3.162313721771725650e-03
5.252626313156578242e+00,8.253416197012445332e-01
5.262631315657828601e+00,2.358649437064709309e-01
5.272636318159078961e+00,-1.391779902945241343e+00
5.282641320660330209e+00,-2.119473681370972251e+00
5.292646323161580568e+00,-1.121860049917231539e+00
5.302651325662830928e+00,1.451481027798744439e-01
5.312656328164082176e+00,-9.049834806184098301e-02
5.322661330665332535e+00,-1.514710184780098778e+00
5.332666333166582895e+00,-2.190702279237075611e+00
5.342671335667834143e+00,-1.236637217710995662e+00
5.352676338169084502e+00,-1.662719450538840960e-02
5.362681340670334862e+00,-2.124503515475731907e-01
5.372686343171585222e+00,-1.463714832911368724e+00
5.382691345672836469e+00,-1.858631444720966641e+00
5.392696348174086829e+00,-6.047511326074639371e-01
5.402701350675337189e+00,8.198274235113269803e-01
5.412706353176588436e+00,6.445138043442664166e-01
5.422711355677838796e+00,-7.993125082815160098e-01
5.432716358179089156e+00,-1.559190426040983457e+00
5.442721360680340403e+00,-7.431064801815945309e-01
5.452726363181590763e+00,3.024953629188340543e-01
5.462731365682841123e+00,-7.005415586612262491e-02
5.472736368184091482e+00,-1.460823792706918312e+00
5.482741370685342730e+00,-1.932565311052777624e+00
5.492746373186593090e+00,-6.861157273722503502e-01
5.502751375687843449e+00,8.018619813344229907e-01
5.512756378189094697e+00,7.675072078979863210e-01
5.522761380690345057e+00,-4.541299413664175999e-01
5.532766383191595416e+00,-9.259802685062636929e-01
5.542771385692846664e+00,2.088874654808511033e-01
5.552776388194097024e+00,1.566864825732302346e+00
5.562781390695347383e+00,1.475445116251817845e+00
5.572786393196597743e+00,3.169065148871339499e-01
5.582791395697848991e+00,4.334487316084434383e-03
5.592796398199099350e+00,1.306722447183496838e+00
5.602801400700349710e+00,2.728570889661561694e+00
5.612806403201600958e+00,2.511224867903149693e+00
5.622811405702851317e+00,1.010916767103630320e+00
5.632816408204101677e+00,1.843984779441545374e-01
5.642821410705352925e+00,9.030380823109900312e-01
5.652826413206603284e+00,1.805428249336222146e+00
5.662831415707853644e+00,1.257748348337463851e+00
5.672836418209104004e+00,-3.138198842564016711e-01
5.682841420710355251e+00,-9.666079452815093953e-01
5.692846423211605611e+00,7.912367096822819912e-02
