Frequency, Intensity
3.113226452905811570e+00,-1.423267591653295128e-03
3.153306613226452448e+00,1.259529279295622771e-02
3.193386773547094215e+00,2.254668161969180726e-02
3.233466933867735094e+00,2.123664841178520869e-03
3.273547094188376860e+00,-4.308992572027882384e-02
3.313627254509017739e+00,-5.949197064090033793e-02
3.353707414829658617e+00,-4.396160177806665570e-02
3.393787575150300384e+00,6.848822933001007252e-04
3.433867735470941263e+00,1.460515183257174443e-02
3.473947895791583029e+00,7.244859048128078974e-03
3.514028056112223908e+00,-9.695121454191170038e-03
3.554108216432865675e+00,3.238111390593102767e-02
3.594188376753506553e+00,7.578210802242310584e-02
3.634268537074148320e+00,1.103004609410150084e-02
3.674348697394789198e+00,1.036928052934004418e-01
3.714428857715430965e+00,7.312596607257293435e-02
3.754509018036071843e+00,-6.567357094224939712e-03
3.794589178356712722e+00,4.694093083170285119e-02
3.834669338677354489e+00,6.503465513247523588e-02
3.874749498997995367e+00,3.318408822670171343e-02
3.914829659318637134e+00,5.311681545606307397e-02
3.954909819639278012e+00,4.250009751414722536e-02
3.994989979959919779e+00,1.237461434481214595e-01
4.035070140280560658e+00,-1.149110805390115425e-02
4.075150300601202424e+00,5.290574164815722152e-02
4.115230460921843303e+00,6.290979743480142050e-02
4.155310621242485070e+00,3.726903422106429137e-02
4.195390781563125948e+00,8.880537851415173933e-02
4.235470941883766827e+00,1.049421569568926710e-01
4.275551102204408593e+00,7.889742434091108481e-02
4.315631262525049472e+00,2.597202627638685313e-02
4.355711422845691239e+00,1.711085373751905503e-03
4.395791583166332117e+00,1.556026802248435537e-01
4.435871743486973884e+00,6.745341024366896532e-02
4.475951903807614762e+00,1.790235863500654334e-01
4.516032064128255641e+00,1.359603307964587782e-01
4.556112224448897408e+00,1.157244730015473122e-01
4.596192384769539174e+00,2.170816333492532890e-01
4.636272545090179165e+00,1.565902172893889888e-01
4.676352705410820931e+00,1.825294728050218529e-01
4.716432865731462698e+00,1.245563757672341898e-01
4.756513026052104465e+00,1.751399516106282028e-01
4.796593186372744455e+00,3.501219438293453612e-01
4.836673346693386222e+00,2.248234497120915887e-01
4.876753507014027988e+00,3.849939647652134145e-01
4.916833667334669755e+00,2.849552520117029641e-01
4.956913827655309746e+00,3.388913297610018360e-01
4.996993987975951512e+00,3.164887331723639230e-01
5.037074148296593279e+00,3.274920491806179168e-01
5.077154308617233269e+00,2.651048678175192963e-01
5.117234468937875036e+00,3.487490362674616207e-01
5.157314629258516803e+00,3.747471665205325264e-01
5.197394789579158569e+00,4.872781775939606375e-01
5.237474949899798560e+00,3.591873084313583209e-01
5.277555110220440326e+00,4.900535557981769985e-01
5.317635270541082093e+00,4.498261962336967401e-01
5.357715430861723860e+00,4.638389908158390140e-01
5.397795591182363850e+00,5.340449138885360325e-01
5.437875751503005617e+00,5.608558782337546011e-01
5.477955911823647384e+00,5.980208152229823382e-01
5.518036072144287374e+00,6.565716304110450485e-01
5.558116232464929141e+00,6.773198170045819921e-01
5.598196392785570907e+00,7.355016096776212375e-01
5.638276553106212674e+00,6.451614659082620662e-01
5.678356713426852664e+00,7.177168120273617058e-01
5.718436873747494431e+00,6.823941654371837862e-01
5.758517034068136198e+00,7.374251890096200635e-01
5.798597194388777964e+00,7.735470229932143171e-01
5.838677354709417955e+00,8.581736443849078411e-01
5.878757515030059722e+00,8.785704359652501960e-01
5.918837675350701488e+00,8.484527773266578032e-01
5.958917835671341479e+00,8.514739364449175341e-01
5.998997995991983245e+00,8.627509089115523722e-01
6.039078156312625012e+00,9.696086573654989493e-01
6.079158316633266779e+00,8.868104388366694346e-01
6.119238476953906769e+00,8.892893092308585823e-01
6.159318637274548536e+00,9.338285343436679709e-01
6.199398797595190302e+00,9.485302500058714337e-01
6.239478957915832069e+00,9.734913123070852992e-01
6.279559118236472059e+00,1.042915168979300367e+00
6.319639278557113826e+00,9.729856532595959617e-01
6.359719438877755593e+00,9.874830787590938019e-01
6.399799599198395583e+00,1.096697171040707408e+00
6.439879759519037350e+00,9.666154270171846141e-01
6.479959919839679117e+00,9.733799264352669400e-01
6.520040080160320883e+00,1.031506605100763974e+00
6.560120240480960874e+00,9.999314057884830520e-01
6.600200400801602640e+00,1.035268854239066894e+00
6.640280561122244407e+00,1.023941865539534479e+00
6.680360721442886174e+00,9.759521351570605852e-01
6.720440881763526164e+00,9.828668230511932169e-01
6.760521042084167931e+00,9.694633171500537383e-01
6.800601202404809698e+00,9.239825389274631817e-01
6.840681362725449688e+00,9.253289061761219569e-01
6.880761523046091455e+00,9.714380626181307044e-01
6.920841683366733221e+00,8.893402100369972585e-01
6.960921843687374988e+00,9.085460234599428420e-01
7.001002004008014978e+00,9.001298199978450265e-01
7.041082164328656745e+00,8.156405111767563998e-01
7.081162324649298512e+00,8.939357163435859288e-01
7.121242484969940278e+00,8.188161343849762464e-01
7.161322645290580269e+00,7.977935880670888880e-01
7.201402805611222036e+00,7.172499279252212423e-01
7.241482965931863802e+00,8.048642872608344767e-01
7.281563126252503793e+00,6.733874761289220245e-01
7.321643286573145559e+00,6.392209356665357056e-01
7.361723446893787326e+00,6.373778340426670130e-01
7.401803607214429093e+00,7.020061232548466812e-01
7.441883767535069083e+00,5.932433154481869808e-01
7.481963927855710850e+00,5.880780389563959876e-01
7.522044088176352616e+00,6.130425305359921140e-01
7.562124248496994383e+00,5.184894913381157266e-01
7.602204408817634373e+00,5.847731545738119596e-01
7.642284569138276140e+00,6.271298357180873362e-01
7.682364729458917907e+00,4.641286099256107800e-01
7.722444889779557897e+00,5.867270647773434877e-01
7.762525050100199664e+00,3.782661025631810503e-01
7.802605210420841431e+00,4.503914562227324114e-01
7.842685370741483197e+00,4.312728974371993207e-01
7.882765531062123188e+00,3.688744597519107993e-01
7.922845691382764954e+00,4.004720357142390053e-01
7.962925851703406721e+00,4.182489708136620798e-01
8.003006012024048488e+00,3.238556774585488185e-01
8.043086172344688478e+00,3.891836144182361235e-01
8.083166332665330245e+00,3.471264136838272396e-01
8.123246492985972012e+00,2.221363905683664541e-01
8.163326653306612002e+00,2.765086071461227979e-01
8.203406813627253769e+00,2.335972872153412316e-01
8.243486973947895535e+00,2.034760860283302275e-01
8.283567134268537302e+00,2.367546457184420416e-01
8.323647294589177292e+00,2.502491219388300325e-01
8.363727454909819059e+00,1.723687556092978745e-01
8.403807615230460826e+00,2.077507278842956329e-01
8.443887775551102592e+00,6.623685338472813655e-02
8.483967935871742583e+00,1.384153414892506651e-01
8.524048096192384349e+00,8.489497708698984235e-02
8.564128256513026116e+00,1.635427887369373390e-01
8.604208416833666107e+00,8.163245167530415458e-02
8.644288577154307873e+00,4.491270684254511369e-02
8.684368737474949640e+00,1.806679302182319091e-01
8.724448897795591407e+00,2.144027605925351299e-02
8.764529058116231397e+00,1.374616342928551005e-01
8.804609218436873164e+00,7.552330624217325206e-02
8.844689378757514930e+00,1.315701538409598803e-01
8.884769539078156697e+00,3.778615989816661025e-02
8.924849699398796687e+00,3.873797249877969362e-02
8.964929859719438454e+00,-1.379921991466311754e-02
9.005010020040080221e+00,1.084682770093880477e-01
9.045090180360720211e+00,1.167460502592914534e-02
9.085170340681361978e+00,-1.483227311835059320e-02
9.125250501002003745e+00,-5.730114828801222138e-02
9.165330661322645511e+00,3.407752922746103835e-02
9.205410821643285502e+00,1.731713506886632392e-01
9.245490981963927268e+00,8.371529903389918204e-02
9.285571142284569035e+00,-1.073610747341757418e-02
9.325651302605209025e+00,7.661214282001576129e-03
9.365731462925850792e+00,2.409555280438203245e-02
9.405811623246492559e+00,-3.004023360185229669e-02
9.445891783567134325e+00,7.588723645233151974e-03
9.485971943887774316e+00,2.302546301538151152e-03
9.526052104208416083e+00,4.743042765167266445e-02
9.566132264529057849e+00,-3.161893420860167891e-02
9.606212424849699616e+00,-2.718001556313909273e-02
9.646292585170339606e+00,-3.121842917718635479e-02
9.686372745490981373e+00,2.635171094323145169e-02
9.726452905811623140e+00,-6.648263124898666498e-02
9.766533066132263130e+00,-2.688634749608213165e-02
9.806613226452904897e+00,-4.007702192390471402e-02
9.846693386773546663e+00,2.324210197743718700e-03
9.886773547094188430e+00,-3.971492332092266958e-02
9.926853707414828420e+00,5.720109414357164856e-02
9.966933867735470187e+00,-1.245038288360417744e-01
1.000701402805611195e+01,8.272011290432490505e-02
1.004709418837675372e+01,1.470403101076027223e-02
1.008717434869739371e+01,-2.451725518794450540e-02
1.012725450901803548e+01,4.626905517028942483e-02
1.016733466933867724e+01,-9.698063128653670872e-03
1.020741482965931723e+01,-5.214700081718211255e-02
1.024749498997995900e+01,-8.217496988615029252e-02
1.028757515030060077e+01,-4.292139834053895764e-02
1.032765531062124253e+01,5.670662728567257144e-02
1.036773547094188253e+01,5.952280800615428885e-02
1.040781563126252429e+01,2.735833635721799523e-02
1.044789579158316606e+01,3.733681345234875909e-02
1.048797595190380783e+01,-6.234962335506298581e-02
1.052805611222444782e+01,1.507950616914426403e-02
1.056813627254508958e+01,-3.079351545792773440e-02
1.060821643286573135e+01,-4.915552007159352220e-03
1.064829659318637134e+01,1.087034237390390346e-04
1.068837675350701311e+01,2.185550266236925207e-02
1.072845691382765487e+01,-8.503681226408970478e-03
1.076853707414829664e+01,-3.441723259976739446e-02
1.080861723446893663e+01,-8.951047978213085357e-03
1.084869739478957840e+01,3.959678159398814096e-02
1.088877755511022016e+01,3.456340061692713544e-02
1.092885771543086193e+01,4.348327124886654238e-02
1.096893787575150192e+01,-4.895748868281500632e-02
1.100901803607214369e+01,-8.549606735825367176e-02
1.104909819639278545e+01,-4.788833851542071557e-02
1.108917835671342544e+01,2.417133997855058433e-02
1.112925851703406721e+01,-1.188131535536479351e-04
1.116933867735470898e+01,1.350243910441769127e-02
1.120941883767535074e+01,5.991273715796350229e-03
1.124949899799599073e+01,-1.035635768694710412e-01
1.128957915831663250e+01,-1.297876605341387671e-02
1.132965931863727427e+01,-2.352614069789905199e-02
1.136973947895791603e+01,-4.266061781821060828e-02
1.140981963927855602e+01,-1.739842740400382448e-02
1.144989979959919779e+01,1.885157503216146335e-02
1.148997995991983956e+01,6.069242741966229121e-02
1.153006012024047955e+01,-2.189952815656826587e-03
1.157014028056112132e+01,2.478414076275905348e-02
1.161022044088176308e+01,9.344656812212668445e-03
1.165030060120240485e+01,1.033861515603245150e-02
1.169038076152304484e+01,1.098245497720666125e-01
1.173046092184368661e+01,9.521973716201130936e-03
1.177054108216432837e+01,6.688826560647423425e-02
1.181062124248497014e+01,4.238130571318256810e-04
1.185070140280561013e+01,-3.963237503097362044e-03
1.189078156312625190e+01,-2.171865667941852776e-02
1.193086172344689366e+01,-6.226918047093406988e-02
1.197094188376753365e+01,7.598024039040883471e-02
1.201102204408817542e+01,5.947061737437411844e-02
1.205110220440881719e+01,-6.143281510038947624e-02
1.209118236472945895e+01,1.933383220782393733e-02
1.213126252505009894e+01,-5.088371749884367662e-02
1.217134268537074071e+01,-4.592665391540062814e-02
1.221142284569138248e+01,3.482974584402799556e-02
1.225150300601202424e+01,-1.183629528853034560e-02
1.229158316633266423e+01,-1.347762852074745402e-02
1.233166332665330600e+01,-1.503240244271832581e-02
1.237174348697394777e+01,-4.193209197776987668e-02
1.241182364729458776e+01,-4.735304778460482089e-02
1.245190380761522952e+01,2.891961599400728888e-02
1.249198396793587129e+01,4.973719233545650931e-02
1.253206412825651128e+01,9.674557281634384165e-02
1.257214428857715305e+01,2.049781895658771280e-02
1.261222444889779482e+01,-1.921190218696736422e-03
1.265230460921843658e+01,1.582448549620315767e-02
1.269238476953907835e+01,6.433596464856461417e-02
1.273246492985972012e+01,-5.719499155493936587e-02
1.277254509018035833e+01,-3.695595632430362376e-02
1.281262525050100010e+01,3.925917528218612895e-02
1.285270541082164186e+01,-1.208779216487014703e-02
1.289278557114228363e+01,-2.851707860977684486e-02
1.293286573146292540e+01,-3.675520457923115575e-02
1.297294589178356716e+01,5.339644161816043365e-03
1.301302605210420893e+01,6.509912164286940639e-02
1.305310621242485070e+01,-2.533791298126236713e-02
1.309318637274548891e+01,-6.521697522030556714e-03
1.313326653306613068e+01,6.403878079578627369e-02
1.317334669338677244e+01,-2.627978254664470673e-02
1.321342685370741421e+01,2.805448020158456471e-02
1.325350701402805598e+01,3.874124321540096255e-02
1.329358717434869774e+01,4.741874024716734304e-02
1.333366733466933951e+01,1.166689868059425476e-02
1.337374749498997772e+01,1.470220874387767954e-02
1.341382765531061949e+01,-6.342325982214724878e-02
1.345390781563126126e+01,-1.843299646060733016e-02
1.349398797595190302e+01,1.693490887538959266e-02
1.353406813627254479e+01,7.927833648890424134e-02
1.357414829659318656e+01,1.781747507549079346e-02
1.361422845691382832e+01,1.488873862784273992e-02
1.365430861723446654e+01,2.568995836502546357e-02
1.369438877755510831e+01,1.254728858483661856e-02
1.373446893787575007e+01,-3.567021558326670394e-02
1.377454909819639184e+01,3.966979872095818122e-02
1.381462925851703361e+01,-2.229158008435948302e-02
1.385470941883767537e+01,-4.259195284855369495e-02
1.389478957915831714e+01,7.234238600348258386e-02
1.393486973947895891e+01,-2.107571096590586321e-02
1.397494989979959712e+01,-2.399296688850457993e-03
1.401503006012023889e+01,-4.426899274827222203e-02
1.405511022044088065e+01,2.043194965262099330e-02
1.409519038076152242e+01,4.218308160034540781e-03
1.413527054108216419e+01,-4.813644203819553852e-02
1.417535070140280595e+01,1.647068528598509898e-02
1.421543086172344772e+01,2.850008497467260496e-02
1.425551102204408593e+01,2.509067337831272920e-02
1.429559118236472770e+01,7.771001802042398765e-02
1.433567134268536947e+01,2.417231450211015584e-02
1.437575150300601123e+01,-9.702706320399618473e-03
1.441583166332665300e+01,5.408045009462808528e-02
1.445591182364729477e+01,1.898021706017001889e-02
1.449599198396793653e+01,3.978674733378752444e-03
1.453607214428857475e+01,2.233760818684579069e-02
1.457615230460921651e+01,-6.194164660180570200e-03
1.461623246492985828e+01,5.753324024752982935e-02
1.465631262525050005e+01,9.551230307083562535e-03
1.469639278557114181e+01,3.612096744574670032e-02
1.473647294589178358e+01,2.585158198149574427e-02
1.477655310621242535e+01,-1.181664339015282318e-02
1.481663326653306711e+01,6.385632167132271157e-03
1.485671342685370533e+01,1.346797079812779574e-02
1.489679358717434710e+01,7.692100641054022908e-04
1.493687374749498886e+01,-2.499152597260849082e-02
1.497695390781563063e+01,-9.434351999889700746e-02
1.501703406813627240e+01,-1.234643622078407214e-02
1.505711422845691416e+01,2.200738344172442629e-02
1.509719438877755593e+01,3.977762094797943765e-02
1.513727454909819414e+01,1.833018379325892263e-04
1.517735470941883591e+01,5.556899006769533411e-02
1.521743486973947768e+01,9.411390934060792635e-03
1.525751503006011944e+01,-8.033043734217190646e-02
1.529759519038076121e+01,-2.462752711781528159e-02
1.533767535070140298e+01,5.358408236491663673e-02
1.537775551102204474e+01,-1.724863419762497074e-02
1.541783567134268296e+01,6.121857585720539424e-02
1.545791583166332472e+01,5.997359662782224786e-03
1.549799599198396649e+01,8.351824442101541887e-03
1.553807615230460826e+01,5.802424875044407196e-03
1.557815631262525002e+01,-5.539630357996466054e-02
1.561823647294589179e+01,-5.639488220290026464e-03
1.565831663326653356e+01,-7.740075516421712765e-02
1.569839679358717532e+01,2.266991421904492043e-02
1.573847695390781354e+01,2.848799215991342990e-02
1.577855711422845530e+01,3.310242785577561381e-02
1.581863727454909707e+01,2.697859285509606343e-03
1.585871743486973884e+01,4.748304077962694526e-03
1.589879759519038060e+01,2.246079257349304151e-02
1.593887775551102237e+01,5.545779213719903566e-03
1.597895791583166414e+01,-4.882161450726540952e-02
1.601903807615230235e+01,4.136668445021861318e-02
1.605911823647294412e+01,-4.962452398137254250e-02
1.609919839679358589e+01,-9.679271490481229992e-03
1.613927855711422765e+01,8.349199540830144414e-03
1.617935871743486942e+01,-3.612759832837456747e-02
1.621943887775551119e+01,-3.284200119242617483e-02
1.625951903807615295e+01,-3.036271507715743861e-02
1.629959919839679117e+01,1.671493095671513487e-03
1.633967935871743293e+01,2.907513005405122988e-02
1.637975951903807470e+01,-5.030123341560818750e-02
1.641983967935871647e+01,-1.298931686107753225e-01
1.645991983967935823e+01,1.478174172755603900e-02
1.650000000000000000e+01,-9.623515074546815096e-02
