Frequency, Intensity
-9.709418837675350744e+00,-2.014869520058810981e-02
-9.669338677354708977e+00,4.300503533207800794e-02
-9.629258517034067211e+00,4.236305200052475906e-02
-9.589178356713427220e+00,2.354036313967813529e-02
-9.549098196392785454e+00,9.046607030305220398e-02
-9.509018036072145463e+00,6.461631158680987419e-02
-9.468937875751503697e+00,9.718894525771420989e-02
-9.428857715430861930e+00,1.267374645951655776e-01
-9.388777555110220163e+00,7.885464040416390041e-02
-9.348697394789578397e+00,9.118697022377797445e-02
-9.308617234468938406e+00,3.982677006583235785e-02
-9.268537074148296639e+00,1.176654086301200663e-01
-9.228456913827656649e+00,3.206062065447678328e-02
-9.188376753507014882e+00,7.213374747199471915e-02
-9.148296593186373116e+00,7.366810158490835758e-02
-9.108216432865731349e+00,6.996779828640956045e-02
-9.068136272545089582e+00,6.968695893981322054e-02
-9.028056112224447816e+00,-1.123786681634331153e-02
-8.987975951903807825e+00,2.041494524630765167e-02
-8.947895791583167835e+00,-6.132766207072828241e-02
-8.907815631262526068e+00,6.149781968272104854e-02
-8.867735470941884302e+00,3.902414912600945390e-02
-8.827655310621242535e+00,2.287746632737421709e-02
-8.787575150300600768e+00,1.255228734047716954e-01
-8.747494989979959001e+00,6.035506063975957375e-02
-8.707414829659319011e+00,3.677677224057417094e-02
-8.667334669338677244e+00,5.265372794991958483e-02
-8.627254509018037254e+00,5.601567624061663808e-02
-8.587174348697395487e+00,6.984694526558224426e-02
-8.547094188376753721e+00,7.386014965884395156e-02
-8.507014028056111954e+00,8.481972092869810576e-02
-8.466933867735470187e+00,9.121686531364664452e-03
-8.426853707414830197e+00,9.114095998503786433e-02
-8.386773547094188430e+00,6.530796292115985391e-02
-8.346693386773548440e+00,5.535563509037319530e-02
-8.306613226452906673e+00,5.583105456439656222e-02
-8.266533066132264906e+00,1.295559263133018724e-01
-8.226452905811623140e+00,1.157489406630598239e-01
-8.186372745490981373e+00,6.093429283160854693e-02
-8.146292585170341383e+00,1.108266182334659150e-01
-8.106212424849699616e+00,1.319547935335588229e-01
-8.066132264529059626e+00,9.439419348966017476e-02
-8.026052104208417859e+00,1.741473445478266546e-01
-7.985971943887776092e+00,1.222854294714627310e-01
-7.945891783567134325e+00,1.326748846429754436e-01
-7.905811623246493447e+00,1.131015838741233070e-01
-7.865731462925851680e+00,2.206021394800656565e-01
-7.825651302605210802e+00,1.329734834744604188e-01
-7.785571142284569035e+00,2.049860357210041284e-02
-7.745490981963928157e+00,1.497101224021412380e-01
-7.705410821643287278e+00,1.535006545830898128e-01
-7.665330661322645511e+00,1.173187447792270882e-01
-7.625250501002004633e+00,8.808329272026747814e-02
-7.585170340681362866e+00,7.138889388247798840e-02
-7.545090180360721988e+00,1.626559779033117659e-01
-7.505010020040080221e+00,9.264617094400581787e-02
-7.464929859719439342e+00,1.333918422032484008e-01
-7.424849699398797576e+00,6.037922399662515316e-02
-7.384769539078156697e+00,1.667886561725454575e-01
-7.344689378757514930e+00,1.054338391185321855e-01
-7.304609218436874052e+00,1.623670561381528044e-01
-7.264529058116233173e+00,1.490625249917397754e-01
-7.224448897795591407e+00,1.571095407979697101e-01
-7.184368737474950528e+00,1.712825688036155036e-01
-7.144288577154308761e+00,1.845649483918238576e-01
-7.104208416833667883e+00,9.994901510394062216e-02
-7.064128256513026116e+00,1.776335371762803317e-01
-7.024048096192385238e+00,2.465976271537328179e-01
-6.983967935871744359e+00,8.365884383516782041e-02
-6.943887775551102592e+00,2.263199976015700943e-01
-6.903807615230460826e+00,2.211902921944843281e-01
-6.863727454909820835e+00,2.924470565721569715e-01
-6.823647294589179069e+00,2.819943629001984142e-01
-6.783567134268537302e+00,2.885905964437578408e-01
-6.743486973947895535e+00,2.229712051871542422e-01
-6.703406813627255545e+00,2.422725558815310987e-01
-6.663326653306613778e+00,2.749683139032783052e-01
-6.623246492985972012e+00,1.672825887673819456e-01
-6.583166332665330245e+00,2.853040711169282373e-01
-6.543086172344690254e+00,1.334474189471713257e-01
-6.503006012024048488e+00,3.908683659945679789e-01
-6.462925851703406721e+00,3.116752887665396043e-01
-6.422845691382766731e+00,3.474310417530312445e-01
-6.382765531062124964e+00,3.239606953502152109e-01
-6.342685370741483197e+00,4.532403152289520842e-01
-6.302605210420841431e+00,3.020365302573518873e-01
-6.262525050100201440e+00,4.001246588377319058e-01
-6.222444889779559674e+00,3.297928301704975973e-01
-6.182364729458917907e+00,4.041319396855757584e-01
-6.142284569138276140e+00,4.528633722307923160e-01
-6.102204408817636150e+00,5.065574998463054923e-01
-6.062124248496994383e+00,5.526083222610287393e-01
-6.022044088176352616e+00,5.173522008340256662e-01
-5.981963927855712626e+00,5.596943816233821423e-01
-5.941883767535070859e+00,5.665902706482742746e-01
-5.901803607214429093e+00,4.884878506448797619e-01
-5.861723446893787326e+00,5.588191588360341688e-01
-5.821643286573147336e+00,5.244342130637217325e-01
-5.781563126252505569e+00,6.320881599071023205e-01
-5.741482965931863802e+00,7.740899522674836719e-01
-5.701402805611222036e+00,6.915962249331353284e-01
-5.661322645290582045e+00,7.597535540125746056e-01
-5.621242484969940278e+00,6.967257119570228197e-01
-5.581162324649298512e+00,7.452212958232704576e-01
-5.541082164328658521e+00,8.157451111048299452e-01
-5.501002004008016755e+00,7.713786714813759549e-01
-5.460921843687374988e+00,8.019620194222634169e-01
-5.420841683366733221e+00,8.348487641399108261e-01
-5.380761523046093231e+00,8.896808641244220439e-01
-5.340681362725451464e+00,9.739336975473883440e-01
-5.300601202404809698e+00,9.200066072480540535e-01
-5.260521042084167931e+00,8.519258957895008422e-01
-5.220440881763527941e+00,8.996894511143489481e-01
-5.180360721442886174e+00,9.070020804793821334e-01
-5.140280561122244407e+00,1.007337344825195213e+00
-5.100200400801604417e+00,1.006727730359231909e+00
-5.060120240480962650e+00,9.878607703737044554e-01
-5.020040080160320883e+00,9.739614265937585058e-01
-4.979959919839679117e+00,1.013143186845631982e+00
-4.939879759519039126e+00,9.881245886244555132e-01
-4.899799599198397360e+00,9.486858027047235797e-01
-4.859719438877755593e+00,9.320558951089077393e-01
-4.819639278557113826e+00,9.024381468113286120e-01
-4.779559118236473836e+00,8.774500745266090584e-01
-4.739478957915832069e+00,9.504043720717173516e-01
-4.699398797595190302e+00,8.955295218859037343e-01
-4.659318637274550312e+00,8.796515869010079758e-01
-4.619238476953908545e+00,9.054992440325548841e-01
-4.579158316633266779e+00,8.879704505817079818e-01
-4.539078156312625012e+00,7.769426852444389908e-01
-4.498997995991985022e+00,8.289210314680054426e-01
-4.458917835671343255e+00,7.639972913114543296e-01
-4.418837675350701488e+00,7.703125980493041869e-01
-4.378757515030059722e+00,7.224562833006639151e-01
-4.338677354709419731e+00,6.388737788075483648e-01
-4.298597194388777964e+00,7.029586227537392151e-01
-4.258517034068136198e+00,7.076708816963310777e-01
-4.218436873747496207e+00,5.611763695253252360e-01
-4.178356713426854441e+00,6.462889574012788962e-01
-4.138276553106212674e+00,5.788439061131024355e-01
-4.098196392785570907e+00,5.704587870503585734e-01
-4.058116232464930917e+00,5.210135354344943570e-01
-4.018036072144289150e+00,4.856671626546831821e-01
-3.977955911823647384e+00,4.149659952409497921e-01
-3.937875751503005617e+00,4.912257719801571554e-01
-3.897795591182365627e+00,5.098230198452098350e-01
-3.857715430861723860e+00,4.094997155593128046e-01
-3.817635270541082093e+00,4.245137775128148827e-01
-3.777555110220442103e+00,3.737151970839836523e-01
-3.737474949899800336e+00,2.713269634046768797e-01
-3.697394789579158569e+00,4.036173330600725806e-01
-3.657314629258516803e+00,4.332986057664306445e-01
-3.617234468937876812e+00,4.047015982637290343e-01
-3.577154308617235046e+00,2.736900048637663230e-01
-3.537074148296593279e+00,3.605080202635231323e-01
-3.496993987975951512e+00,3.556408205826875890e-01
-3.456913827655311522e+00,2.553893856146963737e-01
-3.416833667334669755e+00,3.624201419654780598e-01
-3.376753507014027988e+00,2.763547898130705449e-01
-3.336673346693387998e+00,2.660009085837263809e-01
-3.296593186372746231e+00,2.670480493893249152e-01
-3.256513026052104465e+00,2.465713068341505998e-01
-3.216432865731462698e+00,1.787373838767115364e-01
-3.176352705410822708e+00,1.749454909796051005e-01
-3.136272545090180941e+00,1.168760691727879497e-01
-3.096192384769539174e+00,2.185181526790256623e-01
-3.056112224448897408e+00,1.721954883410913295e-01
-3.016032064128257417e+00,2.117477414922398493e-01
-2.975951903807615651e+00,1.565732795648589193e-01
-2.935871743486973884e+00,2.085126952455946814e-01
-2.895791583166333893e+00,2.489234032823897103e-01
-2.855711422845692127e+00,2.257939618746644395e-01
-2.815631262525050360e+00,9.141576609887139271e-02
-2.775551102204408593e+00,2.125284918004808898e-01
-2.735470941883768603e+00,1.801297756130075256e-01
-2.695390781563126836e+00,1.384177844418128800e-01
-2.655310621242485070e+00,1.774086864014778053e-01
-2.615230460921843303e+00,1.521313657839575284e-01
-2.575150300601203313e+00,2.067455922199226692e-01
-2.535070140280561546e+00,1.032587607803520102e-01
-2.494989979959919779e+00,1.324103019230027378e-01
-2.454909819639279789e+00,7.785424449693507942e-02
-2.414829659318638022e+00,2.493793376289650532e-02
-2.374749498997996255e+00,7.000146021670802798e-02
-2.334669338677354489e+00,9.406685952242203885e-02
-2.294589178356714498e+00,9.806004131573226035e-02
-2.254509018036072732e+00,1.154350670242993704e-01
-2.214428857715430965e+00,1.263659607821593922e-01
-2.174348697394790975e+00,4.369218446337289063e-02
-2.134268537074149208e+00,4.351167304212263942e-02
-2.094188376753507441e+00,1.139687261109286337e-01
-2.054108216432865675e+00,1.131633696061129235e-01
-2.014028056112225684e+00,1.293162906511186039e-01
-1.973947895791583917e+00,1.157522359875932938e-02
-1.933867735470942151e+00,5.434462063402648035e-02
-1.893787575150300384e+00,7.671791486785253800e-02
-1.853707414829660394e+00,1.177623565952567453e-01
-1.813627254509018627e+00,5.932761864031611126e-02
-1.773547094188376860e+00,8.915288222156303455e-02
-1.733466933867736870e+00,1.515632650683726712e-01
-1.693386773547095103e+00,1.478622263609233045e-01
-1.653306613226453337e+00,1.546115065040420955e-01
-1.613226452905811570e+00,4.648239809147622359e-02
-1.573146292585171580e+00,2.496978912597851846e-02
-1.533066132264529813e+00,7.945670871266856394e-02
-1.492985971943888046e+00,6.100925134243515013e-02
-1.452905811623246279e+00,4.190494618823542572e-02
-1.412825651302606289e+00,1.109609902501058898e-01
-1.372745490981964522e+00,9.880779188628793785e-02
-1.332665330661322756e+00,6.723361454388995795e-03
-1.292585170340682765e+00,1.186157918759588176e-01
-1.252505010020040999e+00,6.858118488551465108e-02
-1.212424849699399232e+00,7.340973783114346229e-02
-1.172344689378757465e+00,-7.463067061415733228e-02
-1.132264529058117475e+00,4.510433418888981638e-02
-1.092184368737475708e+00,2.188059743363474779e-02
-1.052104208416833941e+00,4.182971127019784879e-02
-1.012024048096192175e+00,1.008593126595960510e-01
-9.719438877755521844e-01,3.704180800709166305e-02
-9.318637274549104177e-01,5.038055626930681985e-02
-8.917835671342686510e-01,5.214227040341475744e-02
-8.517034068136286606e-01,8.532252512607460537e-02
-8.116232464929868939e-01,9.362277239089054903e-02
-7.715430861723451272e-01,3.598079731610852317e-03
-7.314629258517033605e-01,5.610103062804550067e-02
-6.913827655310633702e-01,1.699595388700361198e-01
-6.513026052104216035e-01,7.012056256986935743e-02
-6.112224448897798368e-01,-1.307257382137577001e-02
-5.711422845691380701e-01,4.181945332792490894e-02
-5.310621242484980797e-01,-5.858198710372750778e-02
-4.909819639278563130e-01,1.124718089870396787e-01
-4.509018036072145463e-01,9.988115779229941871e-02
-4.108216432865745560e-01,1.171263875799626181e-01
-3.707414829659327893e-01,2.234238637689460460e-02
-3.306613226452910226e-01,1.067833311329548784e-01
-2.905811623246492559e-01,1.149109109703339016e-03
-2.505010020040092655e-01,1.094091869365311498e-02
-2.104208416833674988e-01,1.346680471098552281e-02
-1.703406813627257321e-01,1.576954742696250744e-01
-1.302605210420839654e-01,2.898900620994227656e-02
-9.018036072144397508e-02,5.452349809862689495e-02
-5.010020040080220838e-02,-4.965153060980106309e-02
-1.002004008016044168e-02,4.220923008385125963e-02
3.006012024047954867e-02,3.983509139798660503e-02
7.014028056112131537e-02,-1.643957904901586359e-02
1.102204408817630821e-01,-5.273233908087601035e-02
1.503006012024048488e-01,2.564415723840042516e-02
1.903807615230448391e-01,2.194289126536290088e-02
2.304609218436866058e-01,1.249371508899491112e-03
2.705410821643283725e-01,-2.650270605503608767e-03
3.106212424849701392e-01,1.054292408620280952e-01
3.507014028056101296e-01,6.728152099284592791e-02
3.907815631262518963e-01,6.228293689535669558e-02
4.308617234468936630e-01,2.745328164493442483e-02
4.709418837675336533e-01,-4.161608185624613571e-02
5.110220440881754200e-01,3.838853366561800068e-02
5.511022044088171867e-01,8.163196029259120468e-02
5.911823647294589534e-01,3.167651012195771970e-02
6.312625250500989438e-01,5.281339464135753614e-02
6.713426853707407105e-01,-3.176374710337664942e-02
7.114228456913824772e-01,2.328329122799569634e-02
7.515030060120242439e-01,-2.138325451106343200e-02
7.915831663326642342e-01,2.087517284767023001e-03
8.316633266533060009e-01,-4.370028881787323821e-02
8.717434869739477676e-01,-2.129713577499210003e-03
9.118236472945877580e-01,7.140775796443189771e-02
9.519038076152295247e-01,-6.103805326100004980e-02
9.919839679358712914e-01,6.920954952606743482e-02
1.032064128256511282e+00,8.920122786957827843e-02
1.072144288577153048e+00,-4.122942735109789980e-03
1.112224448897794815e+00,2.571668128943458906e-02
1.152304609218436582e+00,-1.485825801729740575e-02
1.192384769539078349e+00,-2.656204330328491847e-02
1.232464929859720115e+00,4.121833635760543263e-02
1.272545090180358329e+00,6.295154620043058591e-02
1.312625250501000096e+00,-2.056313488619160301e-02
1.352705410821641863e+00,-4.874369952970590558e-02
1.392785571142283629e+00,6.554512792373835828e-02
1.432865731462925396e+00,4.521537390980948090e-02
1.472945891783567163e+00,4.191678103030913732e-02
1.513026052104208929e+00,1.375818112213232636e-03
1.553106212424850696e+00,2.792534102397547374e-02
1.593186372745488910e+00,4.655995960982366871e-02
1.633266533066130677e+00,4.203318096808079940e-02
1.673346693386772444e+00,4.320698303884172586e-02
1.713426853707414210e+00,6.532156434493413544e-02
1.753507014028055977e+00,8.771192631200736001e-02
1.793587174348697744e+00,-1.908173435686869382e-02
1.833667334669339510e+00,1.108551866923041494e-02
1.873747494989977724e+00,-1.081394439246100153e-01
1.913827655310619491e+00,4.285587384836206382e-02
1.953907815631261258e+00,3.166475297155416091e-02
1.993987975951903024e+00,-5.302177341047251136e-03
2.034068136272544791e+00,1.871234908057946636e-02
2.074148296593186558e+00,5.707913347750805805e-02
2.114228456913828325e+00,6.868411377026625853e-02
2.154308617234466539e+00,3.834858824252835446e-02
2.194388777555108305e+00,1.036644055602224113e-01
2.234468937875750072e+00,-2.761685153251649399e-02
2.274549098196391839e+00,6.945213449019205232e-02
2.314629258517033605e+00,5.572937480458935167e-02
2.354709418837675372e+00,-7.669434837112576453e-03
2.394789579158317139e+00,6.787664158708973938e-02
2.434869739478958905e+00,3.355928529627121015e-02
2.474949899799597119e+00,-1.208773023495895299e-02
2.515030060120238886e+00,-3.030107259390497215e-02
2.555110220440880653e+00,-4.799957221209081443e-02
2.595190380761522420e+00,1.000362734867169395e-01
2.635270541082164186e+00,-1.203074835727810377e-02
2.675350701402805953e+00,-7.031912556156524885e-04
2.715430861723447720e+00,-9.399014664339799124e-03
2.755511022044085934e+00,1.011747671203571813e-01
2.795591182364727700e+00,1.989997724817062566e-02
2.835671342685369467e+00,-6.337291508829975828e-02
2.875751503006011234e+00,5.446847310730600078e-02
2.915831663326653000e+00,-8.044399425224794953e-02
2.955911823647294767e+00,-6.724888185960595927e-04
2.995991983967936534e+00,2.399555015263702545e-02
3.036072144288574748e+00,-6.661940102221611260e-03
3.076152304609216515e+00,1.240503280739798098e-01
3.116232464929858281e+00,4.455814596485558471e-02
3.156312625250500048e+00,9.039665707923875970e-02
3.196392785571141815e+00,-1.247555071472803215e-02
3.236472945891783581e+00,2.031600464728539404e-02
3.276553106212425348e+00,5.406374773485114749e-02
3.316633266533067115e+00,-2.018590858912022723e-02
3.356713426853705329e+00,3.063644990481203395e-02
3.396793587174347095e+00,1.004827097138813741e-01
3.436873747494988862e+00,-4.665422388581484670e-02
3.476953907815630629e+00,5.735948555781956310e-02
3.517034068136272396e+00,2.972648759694315745e-03
3.557114228456914162e+00,-1.155212425136385376e-03
3.597194388777555929e+00,3.720442940257433911e-02
3.637274549098194143e+00,-2.762080493675706655e-02
3.677354709418835910e+00,4.119323404257374532e-02
3.717434869739477676e+00,-7.337621878350084059e-02
3.757515030060119443e+00,2.087422744590555768e-02
3.797595190380761210e+00,-4.513675365987306065e-02
3.837675350701402976e+00,3.806381887189746321e-03
3.877755511022044743e+00,-8.747489729166918471e-02
3.917835671342682957e+00,8.267640602021503193e-02
3.957915831663324724e+00,1.267267023315267818e-02
3.997995991983966491e+00,1.063888903869229657e-01
4.038076152304608257e+00,4.441773104072707645e-02
4.078156312625250024e+00,5.520973987183016435e-02
4.118236472945891791e+00,5.632594997535458198e-02
4.158316633266533557e+00,-8.013070922080345326e-02
4.198396793587175324e+00,4.080054366705396923e-02
4.238476953907813538e+00,5.939476598298509651e-03
4.278557114228455305e+00,5.749631214513866578e-02
4.318637274549097071e+00,-3.368431833708254719e-02
4.358717434869738838e+00,5.715150532374977527e-02
4.398797595190380605e+00,-1.553776357256116819e-02
4.438877755511022372e+00,-3.054798245998521095e-02
4.478957915831664138e+00,3.547029995926419266e-02
4.519038076152302352e+00,1.180961771986951958e-01
4.559118236472944119e+00,5.690663965176773892e-03
4.599198396793585886e+00,1.976071015057527525e-02
4.639278557114227652e+00,3.922742932267123811e-02
4.679358717434869419e+00,6.486110949072650123e-02
4.719438877755511186e+00,-7.154053668997415252e-03
4.759519038076152952e+00,3.965457395346472930e-02
4.799599198396791166e+00,2.659386372161724396e-02
4.839679358717432933e+00,5.966878635226894462e-02
4.879759519038074700e+00,-2.889197503311699555e-02
4.919839679358716467e+00,5.642262707125914045e-02
4.959919839679358233e+00,-4.926606855204068713e-02
5.000000000000000000e+00,8.372148343849464269e-02
